goos: darwin
goarch: arm64
pkg: go.aledante.io/FlowSeer/src/common/smi/bench
cpu: Apple M4 Pro
BenchmarkLoad/fixture=huawei-tc-12                     	     166	   7111770 ns/op	 351.19 MB/s	18360467 B/op	   57324 allocs/op
BenchmarkLoad/fixture=huawei-tc-12                     	     174	   6872400 ns/op	 363.42 MB/s	18360478 B/op	   57324 allocs/op
BenchmarkLoad/fixture=huawei-tc-12                     	     170	   6910887 ns/op	 361.39 MB/s	18360471 B/op	   57324 allocs/op
BenchmarkLoad/fixture=huawei-tc-12                     	     178	   6775920 ns/op	 368.59 MB/s	18360471 B/op	   57324 allocs/op
BenchmarkLoad/fixture=huawei-tc-12                     	     175	   6827525 ns/op	 365.81 MB/s	18360470 B/op	   57324 allocs/op
BenchmarkLoad/fixture=huawei-tc-12                     	     168	   7128964 ns/op	 350.34 MB/s	18360488 B/op	   57324 allocs/op
BenchmarkLoad/fixture=huawei-tc-12                     	     168	   7098092 ns/op	 351.86 MB/s	18360472 B/op	   57324 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     181	   6573589 ns/op	3444.55 MB/s	13452140 B/op	   83156 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     182	   6541533 ns/op	3461.43 MB/s	13451045 B/op	   83153 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     181	   6570132 ns/op	3446.36 MB/s	13451148 B/op	   83154 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     183	   6514767 ns/op	3475.65 MB/s	13451159 B/op	   83154 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     183	   6568533 ns/op	3447.20 MB/s	13451047 B/op	   83154 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     182	   6532273 ns/op	3466.34 MB/s	13451020 B/op	   83153 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     181	   6552921 ns/op	3455.42 MB/s	13451137 B/op	   83154 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     181	   6661105 ns/op	3399.30 MB/s	13451145 B/op	   83154 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     181	   6559329 ns/op	3452.04 MB/s	13451032 B/op	   83153 allocs/op
BenchmarkEndToEnd/modules=16-12                        	     183	   6532516 ns/op	3466.21 MB/s	13450979 B/op	   83153 allocs/op
